config_id,config_label,phase,level,bias,imbalance,problem,lhs_algorithm,rhs_algorithm,lhs_label,rhs_label,metric,lhs_mean,lhs_median,rhs_mean,rhs_median,delta_mean,delta_median,lhs_seed_wins,seed_ties,rhs_seed_wins,wilcoxon_p_value_raw,wilcoxon_p_value_holm,wilcoxon_significant_alpha
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,4.500466751128762,5.2089913018146765,5.013069849537661,5.264609912506416,-0.5126030984088992,-0.05561861069173979,18,0,3,0.004284858703613281,0.3642129898071289,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.08455537485874762,0.0,0.06718849219988568,0.0,0.017366882658861937,0.0,2,18,1,0.5640274504644547,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,5.096819403383195,5.197066787415719,5.013069849537661,5.264609912506416,0.08374955384553395,-0.06754312509069749,17,0,4,0.04599285125732422,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.07507111363860361,0.0,0.06718849219988568,0.0,0.00788262143871793,0.0,2,18,1,0.5640274504644547,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,4.825363610061787,5.30207524915804,5.013069849537661,5.264609912506416,-0.18770623947587417,0.03746533665162399,9,0,12,0.9728584289550781,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,gces,nsgaii,gces,nsgaii,hypervolume,0.10478310144373966,0.0,0.06718849219988568,0.0,0.03759460924385398,0.0,3,17,1,0.3058544659912311,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat5,gces,nsgaii,gces,nsgaii,igd_plus,4.799030375720926,5.307250837664682,5.013069849537661,5.264609912506416,-0.21403947381673571,0.04264092515826601,7,0,14,0.41198158264160156,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.05459754040762725,0.0,0.049897555424034644,0.0,0.0046999849835926075,0.0,4,14,3,0.7384447958256191,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,4.363033292165115,5.241438687198818,4.457338683757591,5.2615735937258545,-0.09430539159247608,-0.0201349065270362,11,0,10,0.49480247497558594,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.05527329422295892,0.0,0.049897555424034644,0.0,0.005375738798924279,0.0,2,16,3,0.6898676747505059,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,4.931703144525755,5.204831876478921,4.457338683757591,5.2615735937258545,0.47436446076816363,-0.056741717246933554,15,0,6,0.27221012115478516,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.08887442457140006,0.0,0.049897555424034644,0.0,0.038976869147365416,0.0,3,16,2,0.5573275191970184,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,4.426852061294722,5.129703729622076,4.457338683757591,5.2615735937258545,-0.030486622462868596,-0.13186986410377877,19,0,2,0.0062808990478515625,0.502471923828125,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.04733614599275334,0.0,0.049897555424034644,0.0,-0.002561409431281303,0.0,3,15,3,0.9474398248615965,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,4.2667328995142615,5.274050142284809,4.457338683757591,5.2615735937258545,-0.19060578424332952,0.012476548558954192,11,0,10,0.539189338684082,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,gces,nsgaii,gces,nsgaii,hypervolume,0.019854416223368726,0.0,0.049897555424034644,0.0,-0.030043139200665918,0.0,1,17,3,0.2823042918181843,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat6,gces,nsgaii,gces,nsgaii,igd_plus,5.257101911320825,5.2947498814176015,4.457338683757591,5.2615735937258545,0.7997632275632336,0.033176287691746964,10,0,11,0.09579944610595703,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.059975348280751316,0.0,0.1378971444575202,0.0,-0.07792179617676886,0.0,1,15,5,0.129466538572145,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,4.965348221012535,5.200723022158007,4.515546567066495,5.218566338736794,0.4498016539460403,-0.01784331657878724,11,0,10,0.8648872375488281,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.1366109096678759,0.0,0.1378971444575202,0.0,-0.0012862347896442916,0.0,4,13,4,0.8726789324883883,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,4.248683829627619,5.127696885089685,4.515546567066495,5.218566338736794,-0.2668627374388759,-0.09086945364710886,14,0,7,0.3038158416748047,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.27642945339791725,0.0,0.1378971444575202,0.0,0.13853230894039706,0.0,7,12,2,0.09169171082383733,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,3.871305581375043,5.099741056810878,4.515546567066495,5.218566338736794,-0.6442409856914515,-0.11882528192591657,18,0,3,0.01947307586669922,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.05349891748966286,0.0,0.1378971444575202,0.0,-0.08439822696785733,0.0,2,15,4,0.3227453984576708,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,5.141975045636933,5.182803241561913,4.515546567066495,5.218566338736794,0.6264284785704382,-0.0357630971748808,13,0,8,0.7592878341674805,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,gces,nsgaii,gces,nsgaii,hypervolume,0.08850385122236057,0.0,0.1378971444575202,0.0,-0.04939329323515962,0.0,3,15,3,0.8777530088962129,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat7,gces,nsgaii,gces,nsgaii,igd_plus,4.556681839340002,5.195358514044313,4.515546567066495,5.218566338736794,0.04113527227350744,-0.023207824692481616,13,0,8,0.6332969665527344,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.0,0.0,1.1931532058443925e-05,0.0,-1.1931532058443925e-05,0.0,0,20,1,0.31731050786291415,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,4.99776159962367,4.57757482955355,4.445361789094323,4.618900831487321,0.5523998105293471,-0.04132600193377112,7,0,14,0.1906871795654297,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.0,0.0,1.1931532058443925e-05,0.0,-1.1931532058443925e-05,0.0,0,20,1,0.31731050786291415,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,4.846365445538148,4.49977755870624,4.445361789094323,4.618900831487321,0.40100365644382485,-0.11912327278108048,14,0,7,0.5167608261108398,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.006002541014534244,0.0,1.1931532058443925e-05,0.0,0.0059906094824758,0.0,2,18,1,0.5257175636029346,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,4.530625611946733,4.4417721379417765,4.445361789094323,4.618900831487321,0.08526382285240963,-0.17712869354554428,16,0,5,0.2572479248046875,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.0,0.0,1.1931532058443925e-05,0.0,-1.1931532058443925e-05,0.0,0,20,1,0.31731050786291415,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,5.31571211035837,4.798367963961472,4.445361789094323,4.618900831487321,0.8703503212640467,0.17946713247415147,6,0,15,0.08219528198242188,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,gces,nsgaii,gces,nsgaii,hypervolume,0.0,0.0,1.1931532058443925e-05,0.0,-1.1931532058443925e-05,0.0,0,20,1,0.31731050786291415,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat8,gces,nsgaii,gces,nsgaii,igd_plus,5.581371366437981,4.969025256976244,4.445361789094323,4.618900831487321,1.1360095773436578,0.3501244254889233,4,0,17,0.01947307586669922,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.009923584020211287,0.0,0.03236535656869137,0.0,-0.022441772548480083,0.0,3,14,4,0.5312572860943887,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,5.285656524621517,5.507651961104629,4.863018633599154,5.546138636736908,0.4226378910223634,-0.03848667563227881,9,0,12,0.5854024887084961,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.027446738344031513,0.0,0.03236535656869137,0.0,-0.004918618224659856,0.0,2,16,3,0.6556117648290486,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,5.312925271578653,5.439867191891624,4.863018633599154,5.546138636736908,0.4499066379794989,-0.10627144484528372,14,0,7,1.0,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.08359192494388985,0.0,0.03236535656869137,0.0,0.051226568375198483,0.0,4,14,3,0.5873986854856221,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,4.735988546979236,5.418089184607754,4.863018633599154,5.546138636736908,-0.12703008661991788,-0.12804945212915353,17,0,4,0.11105823516845703,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.0,0.0,0.03236535656869137,0.0,-0.03236535656869137,0.0,0,17,4,0.045855524379089546,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,5.997530446335101,5.606514233524324,4.863018633599154,5.546138636736908,1.1345118127359468,0.06037559678741644,6,0,15,0.05019187927246094,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,gces,nsgaii,gces,nsgaii,hypervolume,0.0,0.0,0.03236535656869137,0.0,-0.03236535656869137,0.0,0,17,4,0.045855524379089546,1.0,False
lvl6_imbalance,L6+I,B,6,False,True,zcat9,gces,nsgaii,gces,nsgaii,igd_plus,5.835387715640191,5.671367648231036,4.863018633599154,5.546138636736908,0.9723690820410376,0.12522901149412835,4,0,17,0.0037527084350585938,0.32648563385009766,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,hypervolume,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,1.0,1.0,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_farthest,nsgaii,nsga2-farthest,nsgaii,igd_plus,23.164846913185038,23.228022352243634,25.0230242724693,24.871935169632323,-1.8581773592842623,-1.6439128173886886,18,0,3,5.245208740234375e-05,0.004248619079589844,True
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,hypervolume,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,1.0,1.0,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_hvref_farthest,nsgaii,nsga2-hvref-farthest,nsgaii,igd_plus,22.376009127104776,22.18812305332476,25.0230242724693,24.871935169632323,-2.6470151453645236,-2.683812116307564,20,0,1,1.9073486328125e-06,0.0001811981201171875,True
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,hypervolume,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,1.0,1.0,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,nsga2_hvfarthest,nsgaii,nsga2-hvfarthest,nsgaii,igd_plus,21.92012802371187,22.011698265290143,25.0230242724693,24.871935169632323,-3.1028962487574283,-2.8602369043421803,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,gces_nogeo,nsgaii,gces-noGeo,nsgaii,hypervolume,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,1.0,1.0,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,gces_nogeo,nsgaii,gces-noGeo,nsgaii,igd_plus,23.576343729115656,23.69517577996197,25.0230242724693,24.871935169632323,-1.4466805433536436,-1.1767593896703517,15,0,6,0.0037527084350585938,0.20639896392822266,False
lvl6_bias_imbalance,L6+B+I,B,6,True,True,zcat1,gces,nsgaii,gces,nsgaii,hypervolume,0.0,0.0,0.0,0.0,0.0,0.0,0,21,0,1.0,1.0,False
