problem,metric,higher_is_better,lhs_algorithm,lhs_label,rhs_algorithm,rhs_label,n_common_seeds,lhs_mean,lhs_median,rhs_mean,rhs_median,delta_mean,delta_median,lhs_seed_wins,seed_ties,rhs_seed_wins,lhs_both_metric_seed_wins,both_metric_seed_ties_or_mixed,rhs_both_metric_seed_wins,wilcoxon_p_value_raw,wilcoxon_p_value_holm,wilcoxon_significant_alpha
zcat4,hypervolume,True,gces,gces,gces_nocomp,gces-noComp,21,0.9836938396670517,0.9837793945733574,0.9859883715989518,0.9858943948161886,-0.002294531931900101,-0.0021150002428311776,0,0,21,0,0,21,9.5367431640625e-07,9.5367431640625e-05,True
zcat4,igd_plus,False,gces,gces,gces_nocomp,gces-noComp,21,0.007173320173958441,0.00712625376371974,0.006074577727476927,0.00609391692856749,0.0010987424464815139,0.0010323368351522503,0,0,21,0,0,21,9.5367431640625e-07,9.5367431640625e-05,True
zcat4,hypervolume,True,gces,gces,gces_nogeo,gces-noGeo,21,0.9836938396670517,0.9837793945733574,0.9837035875389281,0.9838685321257166,-9.747871876353287e-06,-8.913755235917531e-05,10,0,11,9,4,8,0.945744514465332,1.0,False
zcat4,igd_plus,False,gces,gces,gces_nogeo,gces-noGeo,21,0.007173320173958441,0.00712625376371974,0.007133889271499696,0.0071667685805933455,3.943090245874491e-05,-4.051481687360539e-05,12,0,9,9,4,8,0.8116779327392578,1.0,False
zcat5,hypervolume,True,gces,gces,nsgaii,nsgaii,21,0.9952866890414702,0.9953014923416162,0.9941354146054924,0.9941238351646811,0.0011512744359778448,0.0011776571769351873,21,0,0,17,4,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat5,igd_plus,False,gces,gces,nsgaii,nsgaii,21,0.003981402715857685,0.003887514180680358,0.004459196775551438,0.004490512512770036,-0.0004777940596937527,-0.0006029983320896778,17,0,4,17,4,0,0.0008516311645507812,0.036620140075683594,True
zcat5,hypervolume,True,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.9954307082734407,0.9954652503140489,0.9941354146054924,0.9941238351646811,0.0012952936679483384,0.0013414151493678084,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat5,igd_plus,False,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.0035438884943122706,0.0035090619395478926,0.004459196775551438,0.004490512512770036,-0.000915308281239167,-0.0009814505732221434,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat5,hypervolume,True,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.9952750205227426,0.995305097552146,0.9941354146054924,0.9941238351646811,0.0011396059172502637,0.0011812623874649653,21,0,0,18,3,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat5,igd_plus,False,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.004020103423152701,0.003989859788048688,0.004459196775551438,0.004490512512770036,-0.0004390933523987367,-0.0005006527247213479,18,0,3,18,3,0,8.392333984375e-05,0.00495147705078125,True
zcat5,hypervolume,True,gces,gces,gces_nocomp,gces-noComp,21,0.9952866890414702,0.9953014923416162,0.9954307082734407,0.9954652503140489,-0.0001440192319704936,-0.00016375797243262102,4,0,17,1,3,17,0.014165878295898438,0.3683128356933594,False
