problem,problem_label,n_var,n_obj,algorithm,algorithm_base,engine,seed,evaluations,time_ms,hv,indicator_igd_plus,archive_subset_hv,archive_subset_igd_plus,archive_mode,archive_execution_mode,archive_survival_path,archive_size,archive_subset_size,hybrid_status,hybrid_fallback_reason,hybrid_split_front_mode,hybrid_split_front_reason,hybrid_generations,hybrid_archive_reference_generations,hybrid_local_only_generations,hybrid_no_split_generations,output_dir
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,3,18000,10762.468509999962,5.022388419410603,0.006527402790151268,5.022915413158087,0.0061272343696083245,hybrid_survival,hybrid_survival,hybrid,573,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_3
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,4,18000,10806.594508999979,5.026100453849822,0.002309819919589178,5.0266637267391046,0.001821956336339283,hybrid_survival,hybrid_survival,hybrid,561,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_4
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,5,18000,10813.4247160001,5.025614225435063,0.0029214571359942186,5.02621130653146,0.002323621265373203,hybrid_survival,hybrid_survival,hybrid,795,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_5
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,6,18000,10874.208343999953,5.026519409493877,0.0019351566765519075,5.026569549036801,0.001991213863949697,hybrid_survival,hybrid_survival,hybrid,776,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_6
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,7,18000,10880.387806000044,5.025926913265529,0.002605934950011029,5.026788712552895,0.001732752045024601,hybrid_survival,hybrid_survival,hybrid,923,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_7
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,8,18000,10768.875210999795,5.025839803802654,0.002638127165117562,5.026306005427076,0.0022521967914615067,hybrid_survival,hybrid_survival,hybrid,609,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_8
dtlz1,DTLZ1,6,2,nsgaii_archive_hybrid,nsgaii,numpy,9,18000,10740.320056999963,5.026013516838702,0.0024980210443471358,5.026760781728415,0.0017131406494950226,hybrid_survival,hybrid_survival,hybrid,454,80,hybrid,,archive,,224,224,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_hybrid/DTLZ1/nsgaii/numpy/seed_9
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,0,16000,9170.224204000078,4.361182446822016,0.5931779034560724,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_0
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,1,16000,9299.61116200002,4.361792180102566,0.5931716169972531,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_1
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,2,16000,9423.971073999837,4.361875449122452,0.5931527816147935,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_2
