variant,problem,engine,n_evals,seed,evals,runtime_seconds,hypervolume
baseline,dtlz5,numba,100000,29,10000,0.3032170919977943,0.9548301842599254
baseline,dtlz5,numba,100000,29,20000,0.4750400829943828,0.9647382153380488
baseline,dtlz5,numba,100000,29,50000,0.988810532995558,0.9647399132364768
baseline,dtlz5,numba,100000,29,100000,1.8448997089944896,0.9627079191303348
baseline,dtlz6,numba,100000,0,5000,0.2047360989963635,0.0
baseline,dtlz6,numba,100000,0,10000,0.2933913759989082,0.0
baseline,dtlz6,numba,100000,0,20000,0.4702455649967305,0.0
baseline,dtlz6,numba,100000,0,50000,1.0171959189974586,0.421999538006779
baseline,dtlz6,numba,100000,0,100000,1.8911521510017335,0.4374676029805657
baseline,dtlz6,numba,100000,1,5000,0.204272791997937,0.0
baseline,dtlz6,numba,100000,1,10000,0.2937409830046817,0.0
baseline,dtlz6,numba,100000,1,20000,0.471744091999426,0.0
baseline,dtlz6,numba,100000,1,50000,1.0225607419997689,0.4467679451820665
baseline,dtlz6,numba,100000,1,100000,1.901645849000488,0.5155652711716588
baseline,dtlz6,numba,100000,2,5000,0.2034096999996109,0.0
baseline,dtlz6,numba,100000,2,10000,0.2918936790010775,0.0
baseline,dtlz6,numba,100000,2,20000,0.4685520080020069,0.0
baseline,dtlz6,numba,100000,2,50000,1.016755001997808,0.492588027014083
baseline,dtlz6,numba,100000,2,100000,1.8904919760025225,0.6466197198155441
baseline,dtlz6,numba,100000,3,5000,0.2042818020054255,0.0
baseline,dtlz6,numba,100000,3,10000,0.2933476860052906,0.0
baseline,dtlz6,numba,100000,3,20000,0.4705344920002972,0.0
baseline,dtlz6,numba,100000,3,50000,1.021220685004664,0.4966884793553001
baseline,dtlz6,numba,100000,3,100000,1.897261577003519,0.5054178057676395
baseline,dtlz6,numba,100000,4,5000,0.2047698690003017,0.0
baseline,dtlz6,numba,100000,4,10000,0.2941178490000311,0.0
baseline,dtlz6,numba,100000,4,20000,0.4714214549967437,0.0
baseline,dtlz6,numba,100000,4,50000,1.0226499819982564,0.2409214140842978
baseline,dtlz6,numba,100000,4,100000,1.8999869839972237,0.7567038099074841
baseline,dtlz6,numba,100000,5,5000,0.2037275969996699,0.0
baseline,dtlz6,numba,100000,5,10000,0.2919617680017836,0.0
baseline,dtlz6,numba,100000,5,20000,0.467774486001872,0.0
baseline,dtlz6,numba,100000,5,50000,1.015007638001407,0.3958550578048566
baseline,dtlz6,numba,100000,5,100000,1.8857522570033325,0.4336777536956691
baseline,dtlz6,numba,100000,6,5000,0.2042049029987538,0.0
baseline,dtlz6,numba,100000,6,10000,0.2928729399936856,0.0
baseline,dtlz6,numba,100000,6,20000,0.469390021993604,0.0
baseline,dtlz6,numba,100000,6,50000,1.0188073749959583,0.4581386515605374
baseline,dtlz6,numba,100000,6,100000,1.894270463999419,0.5158907633924974
baseline,dtlz6,numba,100000,7,5000,0.2052897230023518,0.0
baseline,dtlz6,numba,100000,7,10000,0.2940290300030028,0.0
baseline,dtlz6,numba,100000,7,20000,0.4710761370006366,0.0
baseline,dtlz6,numba,100000,7,50000,1.0221253659983631,0.5240724063197437
baseline,dtlz6,numba,100000,7,100000,1.898472367000068,0.5316367431252292
baseline,dtlz6,numba,100000,8,5000,0.2054928619982092,0.0
baseline,dtlz6,numba,100000,8,10000,0.2945763459938462,0.0
baseline,dtlz6,numba,100000,8,20000,0.4724199659976875,0.0
baseline,dtlz6,numba,100000,8,50000,1.0242315479990791,0.5271179070105074
baseline,dtlz6,numba,100000,8,100000,1.9025425629952224,0.636119200292879
baseline,dtlz6,numba,100000,9,5000,0.2044155210023746,0.0
baseline,dtlz6,numba,100000,9,10000,0.2939732410013675,0.0
baseline,dtlz6,numba,100000,9,20000,0.4721754070051247,0.0
baseline,dtlz6,numba,100000,9,50000,1.025201629003277,0.2615614892629153
baseline,dtlz6,numba,100000,9,100000,1.9089196370041464,0.3207482113149136
baseline,dtlz6,numba,100000,10,5000,0.0865363240009173,0.0
baseline,dtlz6,numba,100000,10,10000,0.174499257998832,0.0
baseline,dtlz6,numba,100000,10,20000,0.3502984049991937,0.0
baseline,dtlz6,numba,100000,10,50000,0.8790531569975428,0.3484577452110142
baseline,dtlz6,numba,100000,10,100000,1.748995431997173,0.6327994208601612
baseline,dtlz6,numba,100000,11,5000,0.0863265270018018,0.0
baseline,dtlz6,numba,100000,11,10000,0.1741612120022182,0.0
baseline,dtlz6,numba,100000,11,20000,0.3497033509993343,0.0
baseline,dtlz6,numba,100000,11,50000,0.8765377489980892,0.4467713533198424
baseline,dtlz6,numba,100000,11,100000,1.743910696997773,0.5719053938444691
baseline,dtlz6,numba,100000,12,5000,0.0864906670030905,0.0
baseline,dtlz6,numba,100000,12,10000,0.1744474989973241,0.0
baseline,dtlz6,numba,100000,12,20000,0.35078050300217,0.0
baseline,dtlz6,numba,100000,12,50000,0.8782344850042136,0.3473191735022033
baseline,dtlz6,numba,100000,12,100000,1.7492544620035917,0.522326677785042
baseline,dtlz6,numba,100000,13,5000,0.0872707990056369,0.0
baseline,dtlz6,numba,100000,13,10000,0.1758212870045099,0.0
baseline,dtlz6,numba,100000,13,20000,0.3528306150037679,0.0
baseline,dtlz6,numba,100000,13,50000,0.8839653950053616,0.5036206003427343
baseline,dtlz6,numba,100000,13,100000,1.7600540580024244,0.5104643160761039
baseline,dtlz6,numba,100000,14,5000,0.0864861849986482,0.0
baseline,dtlz6,numba,100000,14,10000,0.1739530340055353,0.0
baseline,dtlz6,numba,100000,14,20000,0.3489699769997969,0.0
baseline,dtlz6,numba,100000,14,50000,0.8747759440011578,0.365419065895282
baseline,dtlz6,numba,100000,14,100000,1.7414836480020313,0.3818071654923063
baseline,dtlz6,numba,100000,15,5000,0.0877104850005707,0.0
baseline,dtlz6,numba,100000,15,10000,0.1766693300014594,0.0
baseline,dtlz6,numba,100000,15,20000,0.3546991180046461,0.0
baseline,dtlz6,numba,100000,15,50000,0.8885778250041767,0.7501961889178324
baseline,dtlz6,numba,100000,15,100000,1.764706647998537,0.7622206744064851
baseline,dtlz6,numba,100000,16,5000,0.0868942529996275,0.0
baseline,dtlz6,numba,100000,16,10000,0.1748617159973946,0.0
baseline,dtlz6,numba,100000,16,20000,0.350832061994879,0.0
baseline,dtlz6,numba,100000,16,50000,0.8800553189939819,0.3539806366800156
baseline,dtlz6,numba,100000,16,100000,1.7539320709984167,0.581820623902001
baseline,dtlz6,numba,100000,17,5000,0.2030992340005468,0.0
baseline,dtlz6,numba,100000,17,10000,0.2908402690009097,0.0
baseline,dtlz6,numba,100000,17,20000,0.466118270996958,0.0
baseline,dtlz6,numba,100000,17,50000,1.0106227869982831,0.6966308476983499
baseline,dtlz6,numba,100000,17,100000,1.873180426002364,0.7966234774352285
baseline,dtlz6,numba,100000,18,5000,0.2079231020034058,0.0
baseline,dtlz6,numba,100000,18,10000,0.2982864840014372,0.0
baseline,dtlz6,numba,100000,18,20000,0.4780673770001158,0.0
baseline,dtlz6,numba,100000,18,50000,1.0418823970030644,0.5994670830116797
baseline,dtlz6,numba,100000,18,100000,1.9329571900016165,0.6704551873389051
baseline,dtlz6,numba,100000,19,5000,0.204645719997643,0.0
baseline,dtlz6,numba,100000,19,10000,0.293210307994741,0.0
baseline,dtlz6,numba,100000,19,20000,0.4695549109965213,0.0
baseline,dtlz6,numba,100000,19,50000,1.0184193089953624,0.6248078314777896
baseline,dtlz6,numba,100000,19,100000,1.8900803200012888,0.6749952315803225
baseline,dtlz6,numba,100000,20,5000,0.0862820580005063,0.0
baseline,dtlz6,numba,100000,20,10000,0.1740700130030745,0.0
baseline,dtlz6,numba,100000,20,20000,0.3496794320017216,0.0
baseline,dtlz6,numba,100000,20,50000,0.8762798809984815,0.3595030256715258
baseline,dtlz6,numba,100000,20,100000,1.743176643998595,0.5547484967403548
baseline,dtlz6,numba,100000,21,5000,0.203551309001341,0.0
baseline,dtlz6,numba,100000,21,10000,0.2916807599976891,0.0
baseline,dtlz6,numba,100000,21,20000,0.4666971350015956,0.0
baseline,dtlz6,numba,100000,21,50000,1.0120157429992105,0.6364908815465726
baseline,dtlz6,numba,100000,21,100000,1.879049983996083,0.6538927671261853
baseline,dtlz6,numba,100000,22,5000,0.2043584519997239,0.0
baseline,dtlz6,numba,100000,22,10000,0.2935693549952702,0.0
baseline,dtlz6,numba,100000,22,20000,0.4706619809949188,0.0
baseline,dtlz6,numba,100000,22,50000,1.0225893519964302,0.4234408796481818
baseline,dtlz6,numba,100000,22,100000,1.9007686879995165,0.5013282547246252
baseline,dtlz6,numba,100000,23,5000,0.0868304120012908,0.0
baseline,dtlz6,numba,100000,23,10000,0.1753195599958417,0.0
baseline,dtlz6,numba,100000,23,20000,0.3518989719959791,0.0
baseline,dtlz6,numba,100000,23,50000,0.8837822759960545,0.331874595674373
baseline,dtlz6,numba,100000,23,100000,1.7610166590020526,0.3826450799352718
baseline,dtlz6,numba,100000,24,5000,0.2022437199993874,0.0
baseline,dtlz6,numba,100000,24,10000,0.2895653390005464,0.0
baseline,dtlz6,numba,100000,24,20000,0.4638167689990951,0.0
baseline,dtlz6,numba,100000,24,50000,1.0095762040000409,0.3888228297527878
baseline,dtlz6,numba,100000,24,100000,1.8745092929966631,0.4285969212182425
baseline,dtlz6,numba,100000,25,5000,0.2047250190007616,0.0
baseline,dtlz6,numba,100000,25,10000,0.2927809219982009,0.0
baseline,dtlz6,numba,100000,25,20000,0.467148540999915,0.0
baseline,dtlz6,numba,100000,25,50000,1.0135767499959911,0.294487281191577
baseline,dtlz6,numba,100000,25,100000,1.8815105530011351,0.5293862005435641
baseline,dtlz6,numba,100000,26,5000,0.2019978320022346,0.0
baseline,dtlz6,numba,100000,26,10000,0.2902366529961,0.0
baseline,dtlz6,numba,100000,26,20000,0.4657494630009751,0.0
baseline,dtlz6,numba,100000,26,50000,1.0135749999972177,0.2367370469959352
baseline,dtlz6,numba,100000,26,100000,1.8858299459971024,0.3371593295950205
baseline,dtlz6,numba,100000,27,5000,0.202705796000373,0.0
baseline,dtlz6,numba,100000,27,10000,0.2911061659979168,0.0
baseline,dtlz6,numba,100000,27,20000,0.4678935049960273,0.0
baseline,dtlz6,numba,100000,27,50000,1.0188631839992013,0.2960306971087488
baseline,dtlz6,numba,100000,27,100000,1.894638589998067,0.5028586401551358
baseline,dtlz6,numba,100000,28,5000,0.2023801280010957,0.0
baseline,dtlz6,numba,100000,28,10000,0.2901351639957283,0.0
baseline,dtlz6,numba,100000,28,20000,0.4651923880010145,0.0
baseline,dtlz6,numba,100000,28,50000,1.0110070509981597,0.7576703488032138
baseline,dtlz6,numba,100000,28,100000,1.8754068950001963,0.7662530808508635
baseline,dtlz6,numba,100000,29,5000,0.2049950150030781,0.0
baseline,dtlz6,numba,100000,29,10000,0.2937625920021673,0.0
baseline,dtlz6,numba,100000,29,20000,0.4711091160061187,0.0
baseline,dtlz6,numba,100000,29,50000,1.0217860380071215,0.3920468455232677
baseline,dtlz6,numba,100000,29,100000,1.8998357450036565,0.5072664928055106
baseline,dtlz7,numba,100000,0,5000,0.2282483660019352,0.2874317124661994
baseline,dtlz7,numba,100000,0,10000,0.3196853390036267,0.6575153068325287
baseline,dtlz7,numba,100000,0,20000,0.5014393759993254,0.8507116628992009
baseline,dtlz7,numba,100000,0,50000,1.046683934997418,0.8964093646951232
baseline,dtlz7,numba,100000,0,100000,1.9569408649986144,0.8863992172056468
baseline,dtlz7,numba,100000,1,5000,0.2380632519998471,0.4546571154045739
baseline,dtlz7,numba,100000,1,10000,0.3296132040049997,0.7565800995860956
baseline,dtlz7,numba,100000,1,20000,0.5118190480061457,0.8643619129657424
baseline,dtlz7,numba,100000,1,50000,1.056743439003185,0.8822026329892629
baseline,dtlz7,numba,100000,1,100000,1.964135393005563,0.8767632612144672
baseline,dtlz7,numba,100000,2,5000,0.2343045540037565,0.3383152375233962
baseline,dtlz7,numba,100000,2,10000,0.3264507210042211,0.7581490312316359
baseline,dtlz7,numba,100000,2,20000,0.5100116620014887,0.8614644301969174
baseline,dtlz7,numba,100000,2,50000,1.0582999149992247,0.8750971299526502
baseline,dtlz7,numba,100000,2,100000,1.9730205250016295,0.8838661170076505
baseline,dtlz7,numba,100000,3,5000,0.2321843720055767,0.4841837573363078
baseline,dtlz7,numba,100000,3,10000,0.3231004500048584,0.777089273882446
baseline,dtlz7,numba,100000,3,20000,0.5045024600040051,0.8738847652962738
baseline,dtlz7,numba,100000,3,50000,1.0464905870030634,0.8980943999044186
baseline,dtlz7,numba,100000,3,100000,1.9505267290005577,0.8995075648654609
baseline,dtlz7,numba,100000,4,5000,0.2325658389963791,0.3291301524499492
baseline,dtlz7,numba,100000,4,10000,0.3239527629993972,0.7584333682122101
baseline,dtlz7,numba,100000,4,20000,0.5064984720011125,0.8627652842079305
baseline,dtlz7,numba,100000,4,50000,1.0517407820007063,0.87608110284218
baseline,dtlz7,numba,100000,4,100000,1.9591277459985577,0.8772561114969403
baseline,dtlz7,numba,100000,5,5000,0.2328555959975347,0.3967959635853649
baseline,dtlz7,numba,100000,5,10000,0.3246876369958045,0.7182738594893793
baseline,dtlz7,numba,100000,5,20000,0.5073111649981001,0.868105063612421
baseline,dtlz7,numba,100000,5,50000,1.0559262149981803,0.8668984525370437
baseline,dtlz7,numba,100000,5,100000,1.9655994399945484,0.8926959405370389
baseline,dtlz7,numba,100000,6,5000,0.2318966540042311,0.3016349323106231
baseline,dtlz7,numba,100000,6,10000,0.3230744710017461,0.726823545291876
baseline,dtlz7,numba,100000,6,20000,0.5037842460005777,0.8492171370024569
baseline,dtlz7,numba,100000,6,50000,1.045125789001759,0.8440227311250633
baseline,dtlz7,numba,100000,6,100000,1.949321168998722,0.8781293039549003
baseline,dtlz7,numba,100000,7,5000,0.2329608270010794,0.2950143395618887
baseline,dtlz7,numba,100000,7,10000,0.3246468080033082,0.7057299074899539
baseline,dtlz7,numba,100000,7,20000,0.5065314830062562,0.8381684201838163
baseline,dtlz7,numba,100000,7,50000,1.0510118290039827,0.884068338862238
baseline,dtlz7,numba,100000,7,100000,1.9585374420057635,0.8874358408821392
baseline,dtlz7,numba,100000,8,5000,0.0815156690005096,0.3171633461369684
baseline,dtlz7,numba,100000,8,10000,0.1728291530016577,0.7142913496122033
baseline,dtlz7,numba,100000,8,20000,0.355178824000177,0.8562217116045631
baseline,dtlz7,numba,100000,8,50000,0.8994217819999903,0.8896252691940439
baseline,dtlz7,numba,100000,8,100000,1.807763807999436,0.8643212346909068
baseline,dtlz7,numba,100000,9,5000,0.2334948620045907,0.3203587385652333
baseline,dtlz7,numba,100000,9,10000,0.32588102700538,0.7471964925619189
baseline,dtlz7,numba,100000,9,20000,0.5089948720051325,0.8656780480770422
baseline,dtlz7,numba,100000,9,50000,1.057844490002026,0.8855761800793898
baseline,dtlz7,numba,100000,9,100000,1.9732138450053756,0.8779444173321034
baseline,dtlz7,numba,100000,10,5000,0.2321120429987786,0.3893758329414816
baseline,dtlz7,numba,100000,10,10000,0.3244265379980788,0.7560574400826404
baseline,dtlz7,numba,100000,10,20000,0.5078143299979274,0.851787288206863
baseline,dtlz7,numba,100000,10,50000,1.0570185160031542,0.8763532621482819
baseline,dtlz7,numba,100000,10,100000,1.9721071930034668,0.8772146405690138
baseline,dtlz7,numba,100000,11,5000,0.2316731359969708,0.2983944758535438
baseline,dtlz7,numba,100000,11,10000,0.3231477789959172,0.7123513899992102
baseline,dtlz7,numba,100000,11,20000,0.5037279259995557,0.8622690232448957
baseline,dtlz7,numba,100000,11,50000,1.0448946899996372,0.8934409342519259
baseline,dtlz7,numba,100000,11,100000,1.9468870099954076,0.8766788895550506
baseline,dtlz7,numba,100000,12,5000,0.0805065780004952,0.3391168461783126
baseline,dtlz7,numba,100000,12,10000,0.1709197489981306,0.729837406845155
baseline,dtlz7,numba,100000,12,20000,0.3508651519950945,0.8692017572533459
baseline,dtlz7,numba,100000,12,50000,0.8891509509994648,0.8595957988841433
baseline,dtlz7,numba,100000,12,100000,1.786496440996416,0.8856771985630968
baseline,dtlz7,numba,100000,13,5000,0.0832196439951076,0.4264055698975376
baseline,dtlz7,numba,100000,13,10000,0.1743804200013983,0.7882158706968383
baseline,dtlz7,numba,100000,13,20000,0.3554526820007595,0.863744755180803
baseline,dtlz7,numba,100000,13,50000,0.8979798639993533,0.877778792641163
baseline,dtlz7,numba,100000,13,100000,1.8016670610013532,0.8946528437172727
baseline,dtlz7,numba,100000,14,5000,0.08286060699902,0.3568387376561737
baseline,dtlz7,numba,100000,14,10000,0.1738401849943329,0.7414984665062184
baseline,dtlz7,numba,100000,14,20000,0.3552764729975024,0.859988373559959
baseline,dtlz7,numba,100000,14,50000,0.8988837959986995,0.8759670386314934
baseline,dtlz7,numba,100000,14,100000,1.8054369379970008,0.8861461526952831
baseline,dtlz7,numba,100000,15,5000,0.2317381570028374,0.3623872612552402
baseline,dtlz7,numba,100000,15,10000,0.3221906590042636,0.7155929588943908
baseline,dtlz7,numba,100000,15,20000,0.502005572001508,0.8675309730876188
baseline,dtlz7,numba,100000,15,50000,1.0420939149989863,0.8828871542938879
baseline,dtlz7,numba,100000,15,100000,1.941603095998289,0.8542288516348807
baseline,dtlz7,numba,100000,16,5000,0.2341908550006337,0.34184556038403
baseline,dtlz7,numba,100000,16,10000,0.3258243460004451,0.7272259215240875
baseline,dtlz7,numba,100000,16,20000,0.5080673490010668,0.8608339848964388
baseline,dtlz7,numba,100000,16,50000,1.0552440419996856,0.8965400943891263
baseline,dtlz7,numba,100000,16,100000,1.966446061996976,0.8864844595305903
baseline,dtlz7,numba,100000,17,5000,0.2349671280026086,0.4806368659769619
baseline,dtlz7,numba,100000,17,10000,0.3268645380012458,0.7728256715988904
baseline,dtlz7,numba,100000,17,20000,0.5093658179976046,0.8748444300961579
baseline,dtlz7,numba,100000,17,50000,1.0575998009953764,0.8830166568871737
baseline,dtlz7,numba,100000,17,100000,1.9698044440010565,0.8742901858537786
baseline,dtlz7,numba,100000,18,5000,0.2270203770021908,0.3395861909522917
baseline,dtlz7,numba,100000,18,10000,0.3180658230048721,0.6467045699433659
baseline,dtlz7,numba,100000,18,20000,0.4986536500000511,0.6977159772798439
baseline,dtlz7,numba,100000,18,50000,1.041561639001884,0.7237469192124767
baseline,dtlz7,numba,100000,18,100000,1.944437951002328,0.7155414798069801
baseline,dtlz7,numba,100000,19,5000,0.0830367359958472,0.3764877338119189
baseline,dtlz7,numba,100000,19,10000,0.1739329539996106,0.7957294009297207
baseline,dtlz7,numba,100000,19,20000,0.3555448420011089,0.8605338615805144
baseline,dtlz7,numba,100000,19,50000,0.8995333209968521,0.874420800400066
baseline,dtlz7,numba,100000,19,100000,1.809950939001283,0.8801964324529761
baseline,dtlz7,numba,100000,20,5000,0.230772404000163,0.3604512189056723
baseline,dtlz7,numba,100000,20,10000,0.3212954859991441,0.792362696000693
baseline,dtlz7,numba,100000,20,20000,0.500240326000494,0.8806503113962567
baseline,dtlz7,numba,100000,20,50000,1.037396316001832,0.8591235020734168
baseline,dtlz7,numba,100000,20,100000,1.9343142200013967,0.8881964190719625
baseline,dtlz7,numba,100000,21,5000,0.2331416530068963,0.2533377738655451
baseline,dtlz7,numba,100000,21,10000,0.3255110490063089,0.640446480233341
baseline,dtlz7,numba,100000,21,20000,0.5086701530017308,0.8605127389065171
baseline,dtlz7,numba,100000,21,50000,1.0579082580006798,0.8924059819344945
baseline,dtlz7,numba,100000,21,100000,1.9711421520041768,0.8868057266367176
baseline,dtlz7,numba,100000,22,5000,0.2351870959973894,0.2945278175264862
baseline,dtlz7,numba,100000,22,10000,0.326150774002599,0.6599906676881591
baseline,dtlz7,numba,100000,22,20000,0.5066137719986727,0.8486332966137093
baseline,dtlz7,numba,100000,22,50000,1.0484215499964191,0.8914151416174039
baseline,dtlz7,numba,100000,22,100000,1.949467817998084,0.8819248140787042
baseline,dtlz7,numba,100000,23,5000,0.2354671840002993,0.3656223664796008
baseline,dtlz7,numba,100000,23,10000,0.3282932759975665,0.749545223930668
baseline,dtlz7,numba,100000,23,20000,0.5125818899978185,0.868272305543923
baseline,dtlz7,numba,100000,23,50000,1.0661554179969244,0.8941767741501974
baseline,dtlz7,numba,100000,23,100000,1.9884306530002505,0.8834760343691154
baseline,dtlz7,numba,100000,24,5000,0.2315420379964052,0.4088181486915952
baseline,dtlz7,numba,100000,24,10000,0.3218906499969307,0.7856916618161427
baseline,dtlz7,numba,100000,24,20000,0.5012751469985233,0.866699916171034
baseline,dtlz7,numba,100000,24,50000,1.0403112799976952,0.8899654641521337
baseline,dtlz7,numba,100000,24,100000,1.9386585819956963,0.8580603260199495
baseline,dtlz7,numba,100000,25,5000,0.2345138330056215,0.3713308945929037
baseline,dtlz7,numba,100000,25,10000,0.3265056610034662,0.73917067891207
baseline,dtlz7,numba,100000,25,20000,0.5090758709993679,0.8583286338089445
baseline,dtlz7,numba,100000,25,50000,1.0574097240023548,0.8892486640347519
baseline,dtlz7,numba,100000,25,100000,1.9715950390018409,0.8712224689239865
baseline,dtlz7,numba,100000,26,5000,0.2404437119985232,0.456786071804367
baseline,dtlz7,numba,100000,26,10000,0.3319800249955733,0.8042197895136383
baseline,dtlz7,numba,100000,26,20000,0.5133057939965511,0.8722599136493299
baseline,dtlz7,numba,100000,26,50000,1.0580069979987456,0.881720154465605
baseline,dtlz7,numba,100000,26,100000,1.9643508509980163,0.8829199889508029
baseline,dtlz7,numba,100000,27,5000,0.2318428849976044,0.3249875164664418
baseline,dtlz7,numba,100000,27,10000,0.3226784729995415,0.7393035993598627
baseline,dtlz7,numba,100000,27,20000,0.503026102000149,0.8687399824803282
baseline,dtlz7,numba,100000,27,50000,1.043693899999198,0.8792481422531193
baseline,dtlz7,numba,100000,27,100000,1.9446704689980836,0.8904234201132356
baseline,dtlz7,numba,100000,28,5000,0.2333608609988005,0.3639051348382021
baseline,dtlz7,numba,100000,28,10000,0.3240767710012733,0.7481622891784178
baseline,dtlz7,numba,100000,28,20000,0.5035203070001444,0.8482826470160427
baseline,dtlz7,numba,100000,28,50000,1.044417593999242,0.8737567460738213
baseline,dtlz7,numba,100000,28,100000,1.9431700819986872,0.8818820366174595
baseline,dtlz7,numba,100000,29,5000,0.2322842909998144,0.2215411457031222
baseline,dtlz7,numba,100000,29,10000,0.3231834790058201,0.7102275606946051
baseline,dtlz7,numba,100000,29,20000,0.5042848520024563,0.8586825517933042
baseline,dtlz7,numba,100000,29,50000,1.0483023910055635,0.8869961596572022
baseline,dtlz7,numba,100000,29,100000,1.9531393170036608,0.8843166751138516
baseline,wfg1,numba,100000,0,5000,0.1446747070003766,0.0
baseline,wfg1,numba,100000,0,10000,0.2330404860040289,0.0
baseline,wfg1,numba,100000,0,20000,0.4229908019988215,0.1075387377921684
baseline,wfg1,numba,100000,0,50000,0.9842442640001536,0.4442602463619482
baseline,wfg1,numba,100000,0,100000,1.943073724003625,0.5664481768386735
baseline,wfg1,numba,100000,1,5000,0.142512575002911,0.0
baseline,wfg1,numba,100000,1,10000,0.2343789740043576,0.0254274378132485
baseline,wfg1,numba,100000,1,20000,0.4149921600037487,0.1516881666704605
baseline,wfg1,numba,100000,1,50000,0.9760856430002604,0.467132056594753
baseline,wfg1,numba,100000,1,100000,1.932661264007038,0.5847322670954729
baseline,wfg1,numba,100000,2,5000,0.1396800889997393,0.0
baseline,wfg1,numba,100000,2,10000,0.2256752789980964,0.0
baseline,wfg1,numba,100000,2,20000,0.4132472049968783,0.0184310177234929
baseline,wfg1,numba,100000,2,50000,0.974867072996858,0.3093683059771398
baseline,wfg1,numba,100000,2,100000,1.95400449999579,0.6142779667035312
baseline,wfg1,numba,100000,3,5000,0.1406361100016511,0.0
baseline,wfg1,numba,100000,3,10000,0.2234572680026758,0.0
baseline,wfg1,numba,100000,3,20000,0.412909237005806,0.0570757919386908
baseline,wfg1,numba,100000,3,50000,0.970115814001474,0.3890083977881398
baseline,wfg1,numba,100000,3,100000,1.928737296999316,0.5356022160921455
baseline,wfg1,numba,100000,4,5000,0.1418078499991679,0.0
baseline,wfg1,numba,100000,4,10000,0.2362784069991903,0.0023093492418181
baseline,wfg1,numba,100000,4,20000,0.4214643240047735,0.1390643325925651
baseline,wfg1,numba,100000,4,50000,0.9816512149991468,0.4243894068362109
baseline,wfg1,numba,100000,4,100000,1.9353798590018412,0.5359486286238606
baseline,wfg1,numba,100000,5,5000,0.1418521900050109,0.0
baseline,wfg1,numba,100000,5,10000,0.2283565560064744,0.0
baseline,wfg1,numba,100000,5,20000,0.4151623790021403,0.1130526483808119
baseline,wfg1,numba,100000,5,50000,0.9752418600037344,0.3952048625697182
baseline,wfg1,numba,100000,5,100000,1.9398038819999783,0.6392065844758277
baseline,wfg1,numba,100000,6,5000,0.1416186520000337,0.0
baseline,wfg1,numba,100000,6,10000,0.2250970140012214,0.0
baseline,wfg1,numba,100000,6,20000,0.4128664580057375,0.1059845048428375
baseline,wfg1,numba,100000,6,50000,0.9854199730034452,0.4336033256437421
baseline,wfg1,numba,100000,6,100000,1.965597341004468,0.660073680186434
baseline,wfg1,numba,100000,7,5000,0.1424186959993676,0.0
baseline,wfg1,numba,100000,7,10000,0.2260397959980764,0.0
baseline,wfg1,numba,100000,7,20000,0.4121424949989887,0.1397776854200733
baseline,wfg1,numba,100000,7,50000,0.9822559710009956,0.5285837388430409
baseline,wfg1,numba,100000,7,100000,1.9479268819995923,0.6323022251947501
baseline,wfg1,numba,100000,8,5000,0.1406951689932611,0.0
baseline,wfg1,numba,100000,8,10000,0.2367979629998444,0.0335075736412291
baseline,wfg1,numba,100000,8,20000,0.4215586829959648,0.1805761578207877
baseline,wfg1,numba,100000,8,50000,0.9820258209947496,0.5144440309196164
baseline,wfg1,numba,100000,8,100000,1.9512924529990412,0.6662619984280853
baseline,wfg1,numba,100000,9,5000,0.1402670919997035,0.0
baseline,wfg1,numba,100000,9,10000,0.2266994289966533,0.0
baseline,wfg1,numba,100000,9,20000,0.4188954459968954,0.1691360754167189
baseline,wfg1,numba,100000,9,50000,0.9810481289969176,0.4995724481297134
baseline,wfg1,numba,100000,9,100000,1.9483437180024337,0.7107497767396652
baseline,wfg1,numba,100000,10,5000,0.1420917270006612,0.0
baseline,wfg1,numba,100000,10,10000,0.229583274005563,0.0
baseline,wfg1,numba,100000,10,20000,0.4192715820026933,0.0808212003215358
baseline,wfg1,numba,100000,10,50000,0.9831057020055596,0.4614624914742835
baseline,wfg1,numba,100000,10,100000,1.9502260820008812,0.6390327487459275
baseline,wfg1,numba,100000,11,5000,0.1415383130006375,0.0
baseline,wfg1,numba,100000,11,10000,0.228254626999842,0.0
baseline,wfg1,numba,100000,11,20000,0.4103492210051627,0.0117626415251308
baseline,wfg1,numba,100000,11,50000,0.977247583999997,0.3219447620257262
baseline,wfg1,numba,100000,11,100000,1.9495784680038923,0.5850879253922022
baseline,wfg1,numba,100000,12,5000,0.0757514770011766,0.0
baseline,wfg1,numba,100000,12,10000,0.1581781880013295,0.0
baseline,wfg1,numba,100000,12,20000,0.3342831640038639,0.1219097018794603
baseline,wfg1,numba,100000,12,50000,0.8884643560013501,0.3210764816744152
baseline,wfg1,numba,100000,12,100000,1.8375842200039187,0.5902825122187081
baseline,wfg1,numba,100000,13,5000,0.1409975659989868,0.0
baseline,wfg1,numba,100000,13,10000,0.2250726229976862,0.0
baseline,wfg1,numba,100000,13,20000,0.4141543759978958,0.1128911594300223
baseline,wfg1,numba,100000,13,50000,0.9704556799988496,0.4749174709108249
baseline,wfg1,numba,100000,13,100000,1.932345155000803,0.672187740024272
baseline,wfg1,numba,100000,14,5000,0.0759268769979826,0.0
baseline,wfg1,numba,100000,14,10000,0.1614980209997156,0.0
baseline,wfg1,numba,100000,14,20000,0.3445473760002642,0.0449389631286589
