suite,host,variant,component,component_group,n_runs,mean_time_ms,median_time_ms,mean_share_of_total_runtime,median_share_of_total_runtime
anchor,moead,adaptive_hierarchical_joint_no_regime,policy_select_time,control,15,20.868180054822005,20.518799938145094,0.03351564911529239,0.033330713220816134
anchor,moead,adaptive_hierarchical_joint_no_regime,policy_update_time,control,15,7.367906677245628,7.306299987249076,0.011829682616693949,0.011771780715071352
anchor,moead,adaptive_hierarchical_joint_no_regime,decode_time,control,15,36.50317998641791,36.56800000317162,0.05855082319290416,0.05831443189696803
anchor,moead,adaptive_hierarchical_joint_no_regime,trace_time,control,15,1.4409200176790666,1.4452001923928037,0.002314814514970763,0.0022810709753012465
anchor,moead,adaptive_hierarchical_joint_no_regime,variation_time,host,15,84.50945333364264,84.39089998864802,0.13576056255533187,0.13587770608150745
anchor,moead,adaptive_hierarchical_joint_no_regime,evaluation_time,host,15,24.10782002407359,23.76580010604812,0.038993544965258344,0.037889115781120974
anchor,moead,adaptive_hierarchical_joint_no_regime,survival_time,host,15,211.45982666979157,210.87129999068566,0.33891284886846135,0.3420403432698309
anchor,moead,adaptive_hierarchical_joint_no_regime,control_total,control,15,67.43517342256382,66.6198998951586,0.10822317300271801,0.10846384499718474
anchor,moead,adaptive_hierarchical_joint_no_regime,host_pipeline_total,host,15,320.0771000275078,321.7021001546527,0.5136669563890516,0.5128801919312388
anchor,moead,fixed_de,start_step_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,router_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,policy_select_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,policy_update_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,decode_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,trace_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,variation_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,evaluation_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,survival_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,control_total,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_de,host_pipeline_total,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,start_step_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,router_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,policy_select_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,policy_update_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,decode_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,trace_time,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,variation_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,evaluation_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,survival_time,host,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,control_total,control,15,0.0,0.0,0.0,0.0
anchor,moead,fixed_sbx,host_pipeline_total,host,15,0.0,0.0,0.0,0.0
anchor,nsgaii,adaptive_flat_operator,start_step_time,control,15,0.02849999921939646,0.02809998841257766,0.0007340306560326392,0.0007152563014596215
anchor,nsgaii,adaptive_flat_operator,router_time,control,15,0.015959998321098585,0.014300014299806207,0.0004116066047545559,0.0003883610313879542
anchor,nsgaii,adaptive_flat_operator,policy_select_time,control,15,0.42889333271887153,0.4257000036886893,0.011052451502412512,0.010682685158352117
anchor,nsgaii,adaptive_flat_operator,policy_update_time,control,15,0.17976666713366285,0.1835000075516291,0.004652679168165345,0.004653411377155489
anchor,nsgaii,adaptive_flat_operator,decode_time,control,15,1.0429599972364183,1.059200003510341,0.027028260216326237,0.026648194362931678
anchor,nsgaii,adaptive_flat_operator,trace_time,control,15,0.042406667004494615,0.042100000428035855,0.0011034002139038812,0.0010642810386227634
anchor,nsgaii,adaptive_flat_operator,variation_time,host,15,3.76660666030754,3.6506999967969023,0.09656861232314758,0.095310442848953
anchor,nsgaii,adaptive_flat_operator,evaluation_time,host,15,0.67076666552263,0.6168999971123412,0.017461296143986463,0.01606698694160348
anchor,nsgaii,adaptive_flat_operator,survival_time,host,15,10.792693332283912,10.721500002546236,0.27781654770851993,0.2787578293230816
anchor,nsgaii,adaptive_flat_operator,control_total,control,15,1.7384866616339423,1.7339999612886459,0.04498242836159517,0.04406461392389095
anchor,nsgaii,adaptive_flat_operator,host_pipeline_total,host,15,15.230066658114083,15.061099984450266,0.39184645617565395,0.391782308374606
anchor,nsgaii,adaptive_flat_parameter,start_step_time,control,15,0.028459998429752886,0.027899986889678985,0.0006962072419347889,0.0006771335458127546
anchor,nsgaii,adaptive_flat_parameter,router_time,control,15,0.012333330717713883,0.011999996786471456,0.0003016683798601922,0.00030265945754603127
anchor,nsgaii,adaptive_flat_parameter,policy_select_time,control,15,0.42836000114524114,0.42070000199601054,0.01043559995415808,0.010105256370528186
